"","Location","Date","Nesting","FalseCrawls","Total","state"
"513","Cape Lookout NS","5/29/2011",2,0,2,"NC"
"514","Fort Fisher SRA","5/29/2011",2,1,3,"NC"
"515","Hammocks Beach SP","5/29/2011",0,1,1,"NC"
"516","Lea-Hutaff Island","5/29/2011",1,0,1,"NC"
"517","Oak Island","5/29/2011",1,0,1,"NC"
"518","Topsail Island","5/29/2011",2,0,2,"NC"
"519","Bald Head Island","5/29/2012",1,0,1,"NC"
"520","Cape Hatteras NS","5/29/2012",3,6,9,"NC"
"521","Cape Lookout NS","5/29/2012",3,1,4,"NC"
"522","Emerald Isle","5/29/2012",1,0,1,"NC"
"523","Figure 8 Island","5/29/2012",0,1,1,"NC"
"524","Hammocks Beach SP","5/29/2012",1,0,1,"NC"
"525","Masonboro Island","5/29/2012",2,1,3,"NC"
"526","Ocean Isle","5/29/2012",1,0,1,"NC"
"527","Onslow Beach","5/29/2012",0,2,2,"NC"
"528","Sunset Beach plus Bird Island","5/29/2012",1,1,2,"NC"
"529","Bald Head Island","5/29/2013",1,0,1,"NC"
"530","Cape Hatteras NS","5/29/2013",2,1,3,"NC"
"531","Cape Lookout NS","5/29/2013",0,1,1,"NC"
"532","Masonboro Island","5/29/2013",1,0,1,"NC"
"533","Oak Island","5/29/2013",1,0,1,"NC"
"534","Topsail Island","5/29/2013",2,0,2,"NC"
"535","Cape Hatteras NS","5/29/2014",0,3,3,"NC"
"536","Oak Island","5/29/2014",1,1,2,"NC"
"537","Onslow Beach","5/29/2014",0,1,1,"NC"
"538","Bald Head Island","5/29/2015",0,3,3,"NC"
"539","Cape Hatteras NS","5/29/2015",1,0,1,"NC"
"540","Cape Lookout NS","5/29/2015",2,4,6,"NC"
"541","Caswell Beach","5/29/2015",1,0,1,"NC"
"542","Figure 8 Island","5/29/2015",1,0,1,"NC"
"543","Fort Fisher SRA","5/29/2015",1,0,1,"NC"
"544","Oak Island","5/29/2015",1,0,1,"NC"
"545","Ocean Isle","5/29/2015",1,0,1,"NC"
"546","Pea Island NWR","5/29/2015",1,1,2,"NC"
"547","Sunset Beach plus Bird Island","5/29/2015",0,1,1,"NC"
"548","Topsail Island","5/29/2015",1,0,1,"NC"
"549","Wrightsville Beach","5/29/2015",0,1,1,"NC"
"550","Bald Head Island","5/29/2016",3,1,4,"NC"
"551","Cape Hatteras NS","5/29/2016",2,0,2,"NC"
"552","Cape Lookout NS","5/29/2016",1,0,1,"NC"
"553","Caswell Beach","5/29/2016",0,1,1,"NC"
"554","Oak Island","5/29/2016",1,2,3,"NC"
"555","Ocean Isle","5/29/2016",2,0,2,"NC"
"556","Onslow Beach","5/29/2016",2,0,2,"NC"
"557","Topsail Island","5/29/2016",1,0,1,"NC"
"563","Bald Head Island","5/30/2009",1,0,1,"NC"
"564","Cape Lookout NS","5/30/2009",0,1,1,"NC"
"565","Caswell Beach","5/30/2009",0,1,1,"NC"
"566","Hammocks Beach SP","5/30/2009",0,1,1,"NC"
"567","Oak Island","5/30/2009",2,0,2,"NC"
"568","Bald Head Island","5/30/2010",0,1,1,"NC"
"569","Caswell Beach","5/30/2010",1,0,1,"NC"
"570","Emerald Isle","5/30/2010",1,0,1,"NC"
"571","Kure Beach","5/30/2010",0,1,1,"NC"
"572","Cape Lookout NS","5/30/2011",1,0,1,"NC"
"573","Fort Fisher SRA","5/30/2011",1,0,1,"NC"
"574","Hammocks Beach SP","5/30/2011",0,1,1,"NC"
"575","Oak Island","5/30/2011",1,0,1,"NC"
"576","Onslow Beach","5/30/2011",1,1,2,"NC"
"577","Topsail Island","5/30/2011",0,1,1,"NC"
"578","Bald Head Island","5/30/2012",1,2,3,"NC"
"579","Cape Hatteras NS","5/30/2012",2,3,5,"NC"
"580","Cape Lookout NS","5/30/2012",2,4,6,"NC"
"581","Emerald Isle","5/30/2012",1,0,1,"NC"
"582","Figure 8 Island","5/30/2012",1,1,2,"NC"
"583","Hammocks Beach SP","5/30/2012",1,0,1,"NC"
"584","Holden Beach","5/30/2012",1,0,1,"NC"
"585","Oak Island","5/30/2012",0,1,1,"NC"
"586","Onslow Beach","5/30/2012",2,0,2,"NC"
"587","Sunset Beach plus Bird Island","5/30/2012",0,1,1,"NC"
"588","Topsail Island","5/30/2012",2,0,2,"NC"
"589","Cape Hatteras NS","5/30/2013",0,1,1,"NC"
"590","Cape Lookout NS","5/30/2013",2,1,3,"NC"
"591","Fort Fisher SRA","5/30/2013",1,1,2,"NC"
"592","Kure Beach","5/30/2013",1,0,1,"NC"
"593","Masonboro Island","5/30/2013",0,1,1,"NC"
"594","Topsail Island","5/30/2013",1,0,1,"NC"
"595","Cape Hatteras NS","5/30/2014",2,0,2,"NC"
"596","Cape Lookout NS","5/30/2014",0,2,2,"NC"
"597","Onslow Beach","5/30/2014",1,1,2,"NC"
"598","Topsail Island","5/30/2014",0,2,2,"NC"
"599","Wrightsville Beach","5/30/2014",1,0,1,"NC"
"600","Bald Head Island","5/30/2015",0,5,5,"NC"
"601","Cape Hatteras NS","5/30/2015",2,0,2,"NC"
"602","Cape Lookout NS","5/30/2015",3,3,6,"NC"
"603","Emerald Isle","5/30/2015",0,1,1,"NC"
"604","Hammocks Beach SP","5/30/2015",1,0,1,"NC"
"605","Oak Island","5/30/2015",3,1,4,"NC"
"606","Ocean Isle","5/30/2015",1,0,1,"NC"
"607","Pea Island NWR","5/30/2015",1,0,1,"NC"
"608","Topsail Island","5/30/2015",2,0,2,"NC"
"609","Wrightsville Beach","5/30/2015",1,0,1,"NC"
"610","Bald Head Island","5/30/2016",0,6,6,"NC"
"611","Cape Hatteras NS","5/30/2016",1,4,5,"NC"
"612","Cape Lookout NS","5/30/2016",4,0,4,"NC"
"613","Caswell Beach","5/30/2016",1,0,1,"NC"
"614","Emerald Isle","5/30/2016",1,0,1,"NC"
"615","Fort Fisher SRA","5/30/2016",1,1,2,"NC"
"616","Holden Beach","5/30/2016",1,1,2,"NC"
"617","Indian Beach/Salter Path","5/30/2016",1,0,1,"NC"
"618","Lea-Hutaff Island","5/30/2016",1,1,2,"NC"
"619","Ocean Isle","5/30/2016",1,0,1,"NC"
"620","Onslow Beach","5/30/2016",1,1,2,"NC"
"621","Sunset Beach plus Bird Island","5/30/2016",1,0,1,"NC"
"622","Topsail Island","5/30/2016",2,2,4,"NC"
"629","Bald Head Island","5/31/2009",1,0,1,"NC"
"630","Caswell Beach","5/31/2009",2,0,2,"NC"
"631","Oak Island","5/31/2009",2,1,3,"NC"
"632","Onslow Beach","5/31/2009",1,1,2,"NC"
"633","Bald Head Island","5/31/2010",2,2,4,"NC"
"634","Cape Lookout NS","5/31/2010",0,1,1,"NC"
"635","Caswell Beach","5/31/2010",0,1,1,"NC"
"636","Kure Beach","5/31/2010",1,0,1,"NC"
"637","Lea-Hutaff Island","5/31/2010",0,1,1,"NC"
"638","Topsail Island","5/31/2010",0,2,2,"NC"
"639","Bald Head Island","5/31/2011",1,3,4,"NC"
"640","Cape Lookout NS","5/31/2011",0,1,1,"NC"
"641","Caswell Beach","5/31/2011",1,0,1,"NC"
"642","Fort Fisher SRA","5/31/2011",1,1,2,"NC"
"643","Oak Island","5/31/2011",1,2,3,"NC"
"644","Ocean Isle","5/31/2011",1,0,1,"NC"
"645","Onslow Beach","5/31/2011",1,0,1,"NC"
"646","Sunset Beach plus Bird Island","5/31/2011",1,0,1,"NC"
"647","Topsail Island","5/31/2011",2,3,5,"NC"
"648","Bald Head Island","5/31/2012",1,0,1,"NC"
"649","Cape Hatteras NS","5/31/2012",1,2,3,"NC"
"650","Cape Lookout NS","5/31/2012",3,9,12,"NC"
"651","Caswell Beach","5/31/2012",1,1,2,"NC"
"652","Fort Fisher SRA","5/31/2012",0,1,1,"NC"
"653","Hammocks Beach SP","5/31/2012",0,1,1,"NC"
"654","Oak Island","5/31/2012",1,2,3,"NC"
"655","Ocean Isle","5/31/2012",1,0,1,"NC"
"656","Onslow Beach","5/31/2012",0,2,2,"NC"
"657","Sunset Beach plus Bird Island","5/31/2012",0,1,1,"NC"
"658","Topsail Island","5/31/2012",0,1,1,"NC"
"659","Bald Head Island","5/31/2013",0,1,1,"NC"
"660","Cape Hatteras NS","5/31/2013",0,2,2,"NC"
"661","Cape Lookout NS","5/31/2013",1,1,2,"NC"
"662","Caswell Beach","5/31/2013",2,0,2,"NC"
"663","Emerald Isle","5/31/2013",1,0,1,"NC"
"664","Lea-Hutaff Island","5/31/2013",0,1,1,"NC"
"665","Ocean Isle","5/31/2013",1,0,1,"NC"
"666","Onslow Beach","5/31/2013",0,1,1,"NC"
"667","Topsail Island","5/31/2013",1,2,3,"NC"
"668","Cape Lookout NS","5/31/2014",1,2,3,"NC"
"669","Caswell Beach","5/31/2014",0,2,2,"NC"
"670","Fort Fisher SRA","5/31/2014",1,2,3,"NC"
"671","Hammocks Beach SP","5/31/2014",0,1,1,"NC"
"672","Topsail Island","5/31/2014",0,3,3,"NC"
"673","Bald Head Island","5/31/2015",4,2,6,"NC"
"674","Cape Hatteras NS","5/31/2015",5,0,5,"NC"
"675","Cape Lookout NS","5/31/2015",3,2,5,"NC"
"676","Emerald Isle","5/31/2015",1,0,1,"NC"
"677","Figure 8 Island","5/31/2015",1,0,1,"NC"
"678","Fort Fisher SRA","5/31/2015",3,3,6,"NC"
"679","Holden Beach","5/31/2015",1,3,4,"NC"
"680","Kure Beach","5/31/2015",1,0,1,"NC"
"681","Oak Island","5/31/2015",3,0,3,"NC"
"682","Ocean Isle","5/31/2015",1,0,1,"NC"
"683","Pea Island NWR","5/31/2015",1,1,2,"NC"
"684","Topsail Island","5/31/2015",1,0,1,"NC"
"685","Bald Head Island","5/31/2016",1,1,2,"NC"
"686","Cape Hatteras NS","5/31/2016",4,4,8,"NC"
"687","Cape Lookout NS","5/31/2016",3,2,5,"NC"
"688","Caswell Beach","5/31/2016",2,0,2,"NC"
"689","Emerald Isle","5/31/2016",2,0,2,"NC"
"690","Fort Fisher SRA","5/31/2016",1,0,1,"NC"
"691","Hammocks Beach SP","5/31/2016",0,1,1,"NC"
"692","Holden Beach","5/31/2016",1,0,1,"NC"
"693","Oak Island","5/31/2016",2,0,2,"NC"
"694","Onslow Beach","5/31/2016",1,1,2,"NC"
"695","Sunset Beach plus Bird Island","5/31/2016",1,0,1,"NC"
"696","Topsail Island","5/31/2016",1,1,2,"NC"
"697","Cape Lookout NS","5/4/2012",1,0,1,"NC"
"698","Oak Island","5/4/2012",1,0,1,"NC"
"699","Cape Hatteras NS","5/6/2015",0,1,1,"NC"
"700","Holden Beach","5/6/2015",0,2,2,"NC"
"702","Fort Macon SP","5/7/2011",1,0,1,"NC"
"703","Cape Hatteras NS","5/7/2014",0,2,2,"NC"
"704","Cape Lookout NS","5/8/2015",2,1,3,"NC"
"705","Cape Lookout NS","5/9/2014",1,0,1,"NC"
"706","Onslow Beach","5/9/2016",0,1,1,"NC"
"713","Cape Lookout NS","6/1/2009",1,1,2,"NC"
"714","Caswell Beach","6/1/2009",1,1,2,"NC"
"715","Fort Macon SP","6/1/2009",1,0,1,"NC"
"716","Oak Island","6/1/2009",1,0,1,"NC"
"717","Onslow Beach","6/1/2009",0,1,1,"NC"
"718","Bald Head Island","6/1/2010",3,6,9,"NC"
"719","Cape Hatteras NS","6/1/2010",1,0,1,"NC"
"720","Cape Lookout NS","6/1/2010",0,1,1,"NC"
"721","Caswell Beach","6/1/2010",1,0,1,"NC"
"722","Fort Fisher SRA","6/1/2010",1,0,1,"NC"
"723","Holden Beach","6/1/2010",2,0,2,"NC"
"724","Lea-Hutaff Island","6/1/2010",1,0,1,"NC"
"725","Masonboro Island","6/1/2010",0,1,1,"NC"
"726","Oak Island","6/1/2010",1,0,1,"NC"
"727","Sunset Beach plus Bird Island","6/1/2010",1,0,1,"NC"
"728","Topsail Island","6/1/2010",1,0,1,"NC"
"729","Bald Head Island","6/1/2011",1,1,2,"NC"
"730","Cape Hatteras NS","6/1/2011",4,3,7,"NC"
"731","Cape Lookout NS","6/1/2011",2,0,2,"NC"
"732","Oak Island","6/1/2011",1,0,1,"NC"
"733","Onslow Beach","6/1/2011",1,2,3,"NC"
"734","Sunset Beach plus Bird Island","6/1/2011",0,1,1,"NC"
"735","Topsail Island","6/1/2011",2,3,5,"NC"
"736","Bald Head Island","6/1/2012",3,0,3,"NC"
"737","Cape Hatteras NS","6/1/2012",1,1,2,"NC"
"738","Cape Lookout NS","6/1/2012",2,2,4,"NC"
"739","Fort Fisher SRA","6/1/2012",0,3,3,"NC"
"740","Hammocks Beach SP","6/1/2012",1,0,1,"NC"
"741","NEST (Northern Outer Banks)","6/1/2012",1,0,1,"NC"
"742","Oak Island","6/1/2012",0,4,4,"NC"
"743","Ocean Isle","6/1/2012",1,0,1,"NC"
"744","Onslow Beach","6/1/2012",0,1,1,"NC"
"745","Sunset Beach plus Bird Island","6/1/2012",0,1,1,"NC"
"746","Bald Head Island","6/1/2013",1,0,1,"NC"
"747","Cape Hatteras NS","6/1/2013",1,0,1,"NC"
"748","Cape Lookout NS","6/1/2013",0,2,2,"NC"
"749","Caswell Beach","6/1/2013",0,2,2,"NC"
"750","Fort Fisher SRA","6/1/2013",0,3,3,"NC"
"751","Masonboro Island","6/1/2013",1,0,1,"NC"
"752","Oak Island","6/1/2013",1,1,2,"NC"
"753","Cape Lookout NS","6/1/2014",1,0,1,"NC"
"754","Emerald Isle","6/1/2014",1,0,1,"NC"
"755","Fort Fisher SRA","6/1/2014",0,1,1,"NC"
"756","Masonboro Island","6/1/2014",0,1,1,"NC"
"757","Onslow Beach","6/1/2014",1,1,2,"NC"
"758","Topsail Island","6/1/2014",1,3,4,"NC"
"759","Atlantic Beach","6/1/2015",1,0,1,"NC"
"760","Bald Head Island","6/1/2015",1,2,3,"NC"
"761","Cape Hatteras NS","6/1/2015",1,0,1,"NC"
"762","Cape Lookout NS","6/1/2015",2,1,3,"NC"
"763","Fort Fisher SRA","6/1/2015",2,4,6,"NC"
"764","Holden Beach","6/1/2015",1,0,1,"NC"
"765","Masonboro Island","6/1/2015",1,2,3,"NC"
"766","Oak Island","6/1/2015",2,3,5,"NC"
"767","Onslow Beach","6/1/2015",1,0,1,"NC"
"768","Topsail Island","6/1/2015",3,1,4,"NC"
"769","Bald Head Island","6/1/2016",0,1,1,"NC"
"770","Cape Hatteras NS","6/1/2016",2,2,4,"NC"
"771","Cape Lookout NS","6/1/2016",2,2,4,"NC"
"772","Caswell Beach","6/1/2016",1,2,3,"NC"
"773","Hammocks Beach SP","6/1/2016",0,1,1,"NC"
"774","NEST (Northern Outer Banks)","6/1/2016",1,0,1,"NC"
"775","Oak Island","6/1/2016",3,1,4,"NC"
"776","Onslow Beach","6/1/2016",0,1,1,"NC"
"777","Topsail Island","6/1/2016",3,0,3,"NC"
"778","Wrightsville Beach","6/1/2016",1,1,2,"NC"
"790","Cape Hatteras NS","6/10/2009",1,0,1,"NC"
"791","Cape Lookout NS","6/10/2009",0,1,1,"NC"
"792","Carolina Beach","6/10/2009",1,0,1,"NC"
"793","Emerald Isle","6/10/2009",1,0,1,"NC"
"794","Holden Beach","6/10/2009",1,0,1,"NC"
"795","Oak Island","6/10/2009",0,2,2,"NC"
"796","Onslow Beach","6/10/2009",0,1,1,"NC"
"797","Topsail Island","6/10/2009",2,0,2,"NC"
"798","Bald Head Island","6/10/2010",0,3,3,"NC"
"799","Cape Hatteras NS","6/10/2010",0,1,1,"NC"
"800","Cape Lookout NS","6/10/2010",0,1,1,"NC"
"801","Emerald Isle","6/10/2010",1,0,1,"NC"
"802","Fort Fisher SRA","6/10/2010",2,1,3,"NC"
"803","Holden Beach","6/10/2010",0,1,1,"NC"
"804","Oak Island","6/10/2010",3,2,5,"NC"
"805","Atlantic Beach","6/10/2011",0,1,1,"NC"
"806","Bald Head Island","6/10/2011",0,1,1,"NC"
"807","Cape Hatteras NS","6/10/2011",3,1,4,"NC"
"808","Cape Lookout NS","6/10/2011",2,0,2,"NC"
"809","Fort Fisher SRA","6/10/2011",1,0,1,"NC"
"810","Hammocks Beach SP","6/10/2011",1,0,1,"NC"
"811","Holden Beach","6/10/2011",1,0,1,"NC"
"812","Kure Beach","6/10/2011",1,0,1,"NC"
"813","Oak Island","6/10/2011",2,1,3,"NC"
"814","Onslow Beach","6/10/2011",1,0,1,"NC"
"815","Sunset Beach plus Bird Island","6/10/2011",1,0,1,"NC"
"816","Cape Hatteras NS","6/10/2012",2,2,4,"NC"
"817","Cape Lookout NS","6/10/2012",3,3,6,"NC"
"818","Caswell Beach","6/10/2012",1,2,3,"NC"
"819","Hammocks Beach SP","6/10/2012",0,1,1,"NC"
"820","Oak Island","6/10/2012",0,1,1,"NC"
"821","Onslow Beach","6/10/2012",1,0,1,"NC"
"822","Pea Island NWR","6/10/2012",1,0,1,"NC"
"823","Sunset Beach plus Bird Island","6/10/2012",1,0,1,"NC"
"824","Topsail Island","6/10/2012",0,4,4,"NC"
"825","Atlantic Beach","6/10/2013",1,1,2,"NC"
"826","Bald Head Island","6/10/2013",3,0,3,"NC"
"827","Cape Hatteras NS","6/10/2013",6,1,7,"NC"
"828","Cape Lookout NS","6/10/2013",2,2,4,"NC"
"829","Carolina Beach","6/10/2013",0,3,3,"NC"
"830","Caswell Beach","6/10/2013",2,2,4,"NC"
"831","Emerald Isle","6/10/2013",0,1,1,"NC"
"832","Holden Beach","6/10/2013",3,2,5,"NC"
"833","Oak Island","6/10/2013",2,0,2,"NC"
"834","Onslow Beach","6/10/2013",1,1,2,"NC"
"835","Pine Knoll Shores","6/10/2013",0,1,1,"NC"
"836","Topsail Island","6/10/2013",4,1,5,"NC"
"837","Cape Hatteras NS","6/10/2014",2,0,2,"NC"
"838","Cape Lookout NS","6/10/2014",2,1,3,"NC"
"839","Caswell Beach","6/10/2014",1,0,1,"NC"
"840","Hammocks Beach SP","6/10/2014",0,1,1,"NC"
"841","Holden Beach","6/10/2014",0,1,1,"NC"
"842","Oak Island","6/10/2014",1,0,1,"NC"
"843","Onslow Beach","6/10/2014",1,0,1,"NC"
"844","Pea Island NWR","6/10/2014",0,1,1,"NC"
"845","Topsail Island","6/10/2014",0,1,1,"NC"
"846","Bald Head Island","6/10/2015",0,1,1,"NC"
"847","Cape Hatteras NS","6/10/2015",5,4,9,"NC"
"848","Cape Lookout NS","6/10/2015",4,9,13,"NC"
"849","Carolina Beach","6/10/2015",0,2,2,"NC"
"850","Caswell Beach","6/10/2015",3,2,5,"NC"
"851","Figure 8 Island","6/10/2015",0,1,1,"NC"
"852","Fort Fisher SRA","6/10/2015",2,5,7,"NC"
"853","Fort Macon SP","6/10/2015",0,1,1,"NC"
"854","Holden Beach","6/10/2015",1,0,1,"NC"
"855","Masonboro Island","6/10/2015",1,4,5,"NC"
"856","Oak Island","6/10/2015",0,1,1,"NC"
"857","Ocean Isle","6/10/2015",0,1,1,"NC"
"858","Onslow Beach","6/10/2015",1,1,2,"NC"
"859","Pea Island NWR","6/10/2015",0,1,1,"NC"
"860","Sunset Beach plus Bird Island","6/10/2015",1,1,2,"NC"
"861","Topsail Island","6/10/2015",1,0,1,"NC"
"862","Bald Head Island","6/10/2016",2,1,3,"NC"
"863","Cape Hatteras NS","6/10/2016",5,3,8,"NC"
"864","Cape Lookout NS","6/10/2016",4,6,10,"NC"
"865","Emerald Isle","6/10/2016",0,1,1,"NC"
"866","Figure 8 Island","6/10/2016",1,0,1,"NC"
"867","Fort Fisher SRA","6/10/2016",2,0,2,"NC"
"868","Holden Beach","6/10/2016",2,7,9,"NC"
"869","Indian Beach/Salter Path","6/10/2016",0,1,1,"NC"
"870","Lea-Hutaff Island","6/10/2016",0,1,1,"NC"
"871","Onslow Beach","6/10/2016",0,1,1,"NC"
"872","Sunset Beach plus Bird Island","6/10/2016",1,0,1,"NC"
"873","Topsail Island","6/10/2016",3,3,6,"NC"
"882","Bald Head Island","6/11/2009",1,2,3,"NC"
"883","Cape Hatteras NS","6/11/2009",0,2,2,"NC"
"884","Cape Lookout NS","6/11/2009",3,0,3,"NC"
"885","Emerald Isle","6/11/2009",1,0,1,"NC"
"886","Holden Beach","6/11/2009",1,1,2,"NC"
"887","Ocean Isle","6/11/2009",1,0,1,"NC"
"888","Onslow Beach","6/11/2009",1,0,1,"NC"
"889","Pine Knoll Shores","6/11/2009",0,1,1,"NC"
"890","Topsail Island","6/11/2009",2,0,2,"NC"
"891","Bald Head Island","6/11/2010",1,2,3,"NC"
"892","Cape Hatteras NS","6/11/2010",1,5,6,"NC"
"893","Cape Lookout NS","6/11/2010",2,0,2,"NC"
"894","Fort Fisher SRA","6/11/2010",1,0,1,"NC"
"895","Oak Island","6/11/2010",0,2,2,"NC"
"896","Pine Knoll Shores","6/11/2010",0,1,1,"NC"
"897","Topsail Island","6/11/2010",1,0,1,"NC"
"898","Atlantic Beach","6/11/2011",1,0,1,"NC"
"899","Bald Head Island","6/11/2011",2,0,2,"NC"
"900","Cape Hatteras NS","6/11/2011",3,1,4,"NC"
"901","Cape Lookout NS","6/11/2011",3,0,3,"NC"
"902","Caswell Beach","6/11/2011",1,0,1,"NC"
"903","Fort Fisher SRA","6/11/2011",1,0,1,"NC"
"904","Hammocks Beach SP","6/11/2011",1,1,2,"NC"
"905","NEST (Northern Outer Banks)","6/11/2011",1,0,1,"NC"
"906","Onslow Beach","6/11/2011",1,0,1,"NC"
"907","Topsail Island","6/11/2011",0,1,1,"NC"
"908","Bald Head Island","6/11/2012",3,0,3,"NC"
"909","Cape Hatteras NS","6/11/2012",3,1,4,"NC"
"910","Cape Lookout NS","6/11/2012",5,3,8,"NC"
"911","Caswell Beach","6/11/2012",1,0,1,"NC"
"912","Fort Fisher SRA","6/11/2012",0,1,1,"NC"
"913","Lea-Hutaff Island","6/11/2012",1,0,1,"NC"
"914","Masonboro Island","6/11/2012",1,0,1,"NC"
"915","NEST (Northern Outer Banks)","6/11/2012",1,0,1,"NC"
"916","Oak Island","6/11/2012",0,1,1,"NC"
"917","Pea Island NWR","6/11/2012",2,0,2,"NC"
"918","Topsail Island","6/11/2012",3,0,3,"NC"
"919","Bald Head Island","6/11/2013",3,5,8,"NC"
"920","Cape Hatteras NS","6/11/2013",1,1,2,"NC"
"921","Cape Lookout NS","6/11/2013",0,2,2,"NC"
"922","Caswell Beach","6/11/2013",1,2,3,"NC"
"923","Emerald Isle","6/11/2013",1,0,1,"NC"
"924","Fort Fisher SRA","6/11/2013",1,1,2,"NC"
"925","Hammocks Beach SP","6/11/2013",1,3,4,"NC"
"926","Holden Beach","6/11/2013",1,2,3,"NC"
"927","Oak Island","6/11/2013",1,0,1,"NC"
"928","Onslow Beach","6/11/2013",2,1,3,"NC"
"929","Topsail Island","6/11/2013",1,0,1,"NC"
"930","Atlantic Beach","6/11/2014",0,1,1,"NC"
"931","Bald Head Island","6/11/2014",1,1,2,"NC"
"932","Cape Lookout NS","6/11/2014",1,0,1,"NC"
"933","Hammocks Beach SP","6/11/2014",1,1,2,"NC"
"934","Topsail Island","6/11/2014",1,0,1,"NC"
"935","Wrightsville Beach","6/11/2014",0,1,1,"NC"
"936","Bald Head Island","6/11/2015",2,0,2,"NC"
"937","Cape Hatteras NS","6/11/2015",3,6,9,"NC"
"938","Cape Lookout NS","6/11/2015",7,5,12,"NC"
"939","Figure 8 Island","6/11/2015",1,0,1,"NC"
"940","Fort Fisher SRA","6/11/2015",1,0,1,"NC"
"941","Hammocks Beach SP","6/11/2015",1,2,3,"NC"
"942","Holden Beach","6/11/2015",0,1,1,"NC"
"943","Kure Beach","6/11/2015",1,0,1,"NC"
"944","Lea-Hutaff Island","6/11/2015",1,0,1,"NC"
"945","Oak Island","6/11/2015",2,2,4,"NC"
"946","Ocean Isle","6/11/2015",2,5,7,"NC"
"947","Onslow Beach","6/11/2015",2,0,2,"NC"
"948","Pea Island NWR","6/11/2015",1,1,2,"NC"
"949","Wrightsville Beach","6/11/2015",0,1,1,"NC"
"950","Cape Hatteras NS","6/11/2016",1,0,1,"NC"
"951","Cape Lookout NS","6/11/2016",7,2,9,"NC"
"952","Carolina Beach","6/11/2016",1,0,1,"NC"
"953","Emerald Isle","6/11/2016",2,0,2,"NC"
"954","Figure 8 Island","6/11/2016",1,1,2,"NC"
"955","Fort Fisher SRA","6/11/2016",1,2,3,"NC"
"956","Hammocks Beach SP","6/11/2016",0,1,1,"NC"
"957","Holden Beach","6/11/2016",4,0,4,"NC"
"958","Kure Beach","6/11/2016",1,0,1,"NC"
"959","NEST (Northern Outer Banks)","6/11/2016",1,0,1,"NC"
"960","Oak Island","6/11/2016",1,2,3,"NC"
"961","Pine Knoll Shores","6/11/2016",1,0,1,"NC"
"962","Sunset Beach plus Bird Island","6/11/2016",1,1,2,"NC"
"963","Topsail Island","6/11/2016",2,1,3,"NC"
"972","Bald Head Island","6/12/2009",1,2,3,"NC"
"973","Cape Hatteras NS","6/12/2009",4,2,6,"NC"
"974","Cape Lookout NS","6/12/2009",2,1,3,"NC"
"975","Caswell Beach","6/12/2009",1,4,5,"NC"
"976","Holden Beach","6/12/2009",1,1,2,"NC"
"977","NEST (Northern Outer Banks)","6/12/2009",0,1,1,"NC"
"978","Oak Island","6/12/2009",2,2,4,"NC"
"979","Ocean Isle","6/12/2009",1,0,1,"NC"
"980","Bald Head Island","6/12/2010",4,3,7,"NC"
"981","Cape Hatteras NS","6/12/2010",2,0,2,"NC"
"982","Cape Lookout NS","6/12/2010",2,2,4,"NC"
"983","Oak Island","6/12/2010",0,4,4,"NC"
"984","Ocean Isle","6/12/2010",1,0,1,"NC"
"985","Onslow Beach","6/12/2010",2,0,2,"NC"
"986","Topsail Island","6/12/2010",2,0,2,"NC"
"987","Bald Head Island","6/12/2011",1,1,2,"NC"
"988","Cape Hatteras NS","6/12/2011",3,0,3,"NC"
"989","Cape Lookout NS","6/12/2011",4,1,5,"NC"
"990","Masonboro Island","6/12/2011",2,0,2,"NC"
"991","Oak Island","6/12/2011",1,0,1,"NC"
"992","Topsail Island","6/12/2011",3,2,5,"NC"
"993","Bald Head Island","6/12/2012",2,0,2,"NC"
"994","Cape Hatteras NS","6/12/2012",3,1,4,"NC"
"995","Cape Lookout NS","6/12/2012",3,4,7,"NC"
"996","Caswell Beach","6/12/2012",1,0,1,"NC"
"997","Emerald Isle","6/12/2012",1,0,1,"NC"
"998","Hammocks Beach SP","6/12/2012",1,5,6,"NC"
"999","Holden Beach","6/12/2012",1,0,1,"NC"
"1000","Kure Beach","6/12/2012",1,0,1,"NC"
"1001","Masonboro Island","6/12/2012",0,1,1,"NC"
"1002","Oak Island","6/12/2012",1,0,1,"NC"
"1003","Ocean Isle","6/12/2012",1,0,1,"NC"
"1004","Onslow Beach","6/12/2012",1,0,1,"NC"
"1005","Pea Island NWR","6/12/2012",1,0,1,"NC"
"1006","Topsail Island","6/12/2012",3,0,3,"NC"
"1007","Cape Hatteras NS","6/12/2013",6,3,9,"NC"
"1008","Cape Lookout NS","6/12/2013",3,4,7,"NC"
"1009","Caswell Beach","6/12/2013",1,2,3,"NC"
"1010","Holden Beach","6/12/2013",1,1,2,"NC"
"1011","Lea-Hutaff Island","6/12/2013",0,1,1,"NC"
"1012","Oak Island","6/12/2013",0,1,1,"NC"
"1013","Ocean Isle","6/12/2013",0,1,1,"NC"
"1014","Onslow Beach","6/12/2013",2,1,3,"NC"
"1015","Topsail Island","6/12/2013",2,1,3,"NC"
"1016","Bald Head Island","6/12/2014",1,0,1,"NC"
"1017","Cape Hatteras NS","6/12/2014",1,2,3,"NC"
"1018","Fort Fisher SRA","6/12/2014",0,1,1,"NC"
"1019","Kure Beach","6/12/2014",1,0,1,"NC"
"1020","Pea Island NWR","6/12/2014",1,1,2,"NC"
"1021","Topsail Island","6/12/2014",0,2,2,"NC"
"1022","Bald Head Island","6/12/2015",0,3,3,"NC"
